,rouge_1,rouge_2,rouge_l,bleurt
0,0.3732394366197183,0.16312056737588654,0.2605633802816901,-0.2919877767562866
1,0.5634920634920635,0.272,0.2936507936507937,-0.06944094598293304
2,0.4259259259259259,0.17757009345794392,0.2222222222222222,0.11675967276096344
3,0.5340909090909092,0.2413793103448276,0.22727272727272727,-0.3683640956878662
4,0.47945205479452047,0.23448275862068968,0.28767123287671237,0.009997650980949402
5,0.44324324324324327,0.19672131147540983,0.2810810810810811,-0.09364555776119232
6,0.5963302752293578,0.3148148148148148,0.41284403669724773,-0.2863280773162842
7,0.44715447154471544,0.19672131147540983,0.2439024390243903,0.035688161849975586
8,0.5123152709359605,0.23880597014925375,0.3645320197044335,0.09310705959796906
9,0.558139534883721,0.24749163879598662,0.292358803986711,-0.07868345081806183
10,0.3515151515151515,0.18404907975460125,0.18181818181818182,-0.778242826461792
11,0.47887323943661975,0.18957345971563982,0.2629107981220657,-0.022993311285972595
12,0.4552238805970149,0.2706766917293233,0.24626865671641793,-0.09039454162120819
13,0.4975124378109454,0.24120603015075376,0.31840796019900497,0.021171078085899353
14,0.42918454935622324,0.12121212121212122,0.20600858369098712,-0.15865425765514374
15,0.5158371040723981,0.2374429223744292,0.3891402714932127,-0.031924858689308167
16,0.4652567975830816,0.20060790273556228,0.2779456193353474,-0.1854906529188156
17,0.5136612021857924,0.2983425414364641,0.3715846994535519,-0.12327034771442413
18,0.5069124423963134,0.2604651162790697,0.29493087557603687,0.16533495485782623
19,0.5140562248995983,0.24291497975708498,0.28112449799196787,0.09421174228191376
20,0.41441441441441446,0.19999999999999996,0.26126126126126126,-0.2952045798301697
21,0.512280701754386,0.2544169611307421,0.287719298245614,-0.10864622890949249
22,0.4628099173553719,0.23333333333333336,0.32231404958677684,0.1705896407365799
23,0.3924528301886792,0.1901140684410646,0.1962264150943396,-0.12307678163051605
24,0.4019607843137255,0.16831683168316833,0.24509803921568626,-0.15883107483386993
25,0.6192893401015228,0.31794871794871793,0.34517766497461927,-7.958710193634033e-05
26,0.49214659685863876,0.2328042328042328,0.3350785340314136,-0.09386630356311798
27,0.5051903114186852,0.2578397212543554,0.3667820069204152,0.07954172790050507
28,0.4909090909090909,0.2293577981651376,0.29090909090909095,-0.15579752624034882
29,0.6,0.28440366972477066,0.31818181818181823,0.061418041586875916
