,rouge_1,rouge_2,rouge_l,bleurt
0,0.48132780082987553,0.2259414225941423,0.26556016597510373,-0.11394225060939789
1,0.5140845070422535,0.21985815602836878,0.2605633802816902,-0.3930269479751587
2,0.37777777777777777,0.1417910447761194,0.22222222222222224,-0.7315577268600464
3,0.6276150627615062,0.39662447257383965,0.5020920502092051,0.1114291101694107
4,0.5263157894736842,0.22340425531914893,0.36842105263157904,0.06242795288562775
5,0.44366197183098594,0.1843971631205674,0.2676056338028169,-0.21111001074314117
6,0.4285714285714286,0.1602209944751381,0.27472527472527475,-0.698474645614624
7,0.5448275862068965,0.3402777777777778,0.31724137931034485,-0.14902134239673615
8,0.5821596244131455,0.3222748815165876,0.33802816901408456,-0.038860008120536804
9,0.5623003194888179,0.3022508038585209,0.35143769968051114,-0.684762716293335
10,0.41414141414141414,0.1836734693877551,0.33333333333333337,-0.26114052534103394
11,0.06578947368421054,0.013333333333333332,0.06578947368421054,-1.2342830896377563
12,0.586046511627907,0.42253521126760557,0.46511627906976744,-0.07156132161617279
13,0.5757575757575757,0.2621951219512195,0.3151515151515152,-0.3454030752182007
14,0.48447204968944096,0.21874999999999997,0.3105590062111801,-0.32740163803100586
15,0.5548387096774193,0.19607843137254902,0.33548387096774196,-0.2795538306236267
16,0.5178571428571428,0.2162162162162162,0.33035714285714285,-0.41656655073165894
17,0.4811320754716982,0.2761904761904762,0.29245283018867924,-0.5803471803665161
18,0.6046511627906976,0.375,0.4186046511627907,-0.02014295756816864
19,0.5503875968992248,0.2265625,0.3410852713178295,-0.16370894014835358
20,0.4957264957264957,0.16045845272206305,0.26210826210826216,-0.09643368422985077
21,0.6004962779156326,0.3391521197007481,0.3622828784119107,-0.20213590562343597
22,0.427536231884058,0.10948905109489052,0.26811594202898553,-0.19954313337802887
23,0.689655172413793,0.41791044776119407,0.5123152709359605,0.248050257563591
24,0.48929663608562685,0.2523076923076923,0.2996941896024465,-0.23270244896411896
25,0.21379310344827587,0.041666666666666664,0.14482758620689656,-0.921558141708374
26,0.4723926380368098,0.2037037037037037,0.26380368098159507,-0.19920577108860016
27,0.6868686868686867,0.5084745762711865,0.4511784511784512,-0.2163148671388626
28,0.26136363636363635,0.13142857142857142,0.18181818181818182,-0.8263574242591858
29,0.5209302325581395,0.18779342723004697,0.27906976744186046,-0.026586785912513733
30,0.4779874213836478,0.18987341772151903,0.3018867924528302,-0.1541653722524643
31,0.5317919075144509,0.31976744186046513,0.35260115606936415,-0.3148064613342285
32,0.47619047619047616,0.18181818181818182,0.28571428571428575,-0.1514405459165573
33,0.49047619047619045,0.22966507177033493,0.319047619047619,-0.12207697331905365
34,0.5824561403508771,0.3674911660777386,0.3438596491228071,-0.2625086307525635
35,0.6441947565543071,0.4150943396226415,0.47191011235955055,0.015290841460227966
36,0.5864197530864197,0.3726708074534162,0.4444444444444445,-0.04309751093387604
