,rouge_1,rouge_2,rouge_l,bleurt
0,0.08536585365853659,0.024691358024691357,0.06097560975609757,-1.3296527862548828
1,0.15757575757575756,0.024539877300613498,0.13333333333333333,-1.123067855834961
2,0.04123711340206186,0.0,0.03092783505154639,-1.3606500625610352
3,0.013793103448275862,0.0,0.013793103448275862,-1.5233412981033325
4,0.3255813953488372,0.14173228346456693,0.20155038759689922,-0.6460433006286621
5,0.2971428571428571,0.15028901734104047,0.25142857142857145,-0.831763744354248
6,0.08163265306122448,0.03092783505154639,0.07142857142857142,-1.0343809127807617
7,0.15609756097560976,0.03940886699507389,0.0975609756097561,-0.6320812106132507
8,0.06666666666666667,0.0,0.06666666666666667,-1.210267424583435
9,0.07567567567567568,0.0,0.06486486486486485,-1.3920276165008545
10,0.12500000000000003,0.014084507042253523,0.08333333333333331,-1.3529174327850342
11,0.09950248756218906,0.0,0.07960199004975124,-1.426755666732788
12,0.12269938650306748,0.024844720496894415,0.08588957055214724,-1.2650079727172852
13,0.12,0.010101010101010102,0.09,-0.8559920787811279
14,0.12371134020618557,0.020833333333333332,0.10309278350515465,-1.3568663597106934
15,0.03614457831325302,0.012195121951219513,0.03614457831325302,-1.4041948318481445
16,0.07228915662650602,0.012195121951219511,0.07228915662650602,-1.311946988105774
17,0.27317073170731704,0.11822660098522168,0.23414634146341465,-0.7490883469581604
18,0.061349693251533735,0.0,0.04907975460122699,-1.3433623313903809
19,0.0641025641025641,0.012987012987012988,0.0641025641025641,-1.2344119548797607
20,0.19323671497584544,0.05853658536585366,0.14492753623188406,-0.8451982736587524
21,0.0909090909090909,0.02631578947368421,0.0909090909090909,-1.2485779523849487
22,0.33707865168539325,0.20454545454545456,0.30337078651685395,-0.5579954385757446
23,0.5488721804511278,0.4393939393939394,0.3984962406015038,-0.4230884313583374
24,0.09523809523809525,0.0,0.06349206349206349,-1.219583511352539
25,0.060240963855421686,0.0,0.048192771084337345,-1.180213212966919
26,0.12871287128712872,0.06,0.10891089108910892,-1.323900580406189
27,0.07246376811594202,0.0,0.057971014492753624,-1.3034864664077759
28,0.06417112299465241,0.032432432432432434,0.06417112299465241,-1.2123550176620483
29,0.3157894736842105,0.16000000000000003,0.23684210526315788,-0.8648912906646729
30,0.05555555555555555,0.028037383177570093,0.046296296296296294,-1.3680922985076904
31,0.11956521739130435,0.010989010989010988,0.07608695652173914,-1.1939785480499268
32,0.10169491525423728,0.011428571428571429,0.0903954802259887,-1.3747098445892334
33,0.10309278350515463,0.03125,0.08247422680412372,-1.0837774276733398
34,0.3497267759562842,0.19889502762430938,0.2622950819672131,-0.47804391384124756
35,0.06417112299465241,0.02162162162162162,0.053475935828877,-1.5154476165771484
36,0.18072289156626503,0.0853658536585366,0.16867469879518074,-0.8282666206359863
37,0.07920792079207921,0.0,0.0693069306930693,-0.9602468013763428
38,0.11214953271028036,0.009433962264150943,0.08411214953271029,-1.177919864654541
39,0.07446808510638298,0.010752688172043012,0.06382978723404255,-1.0977922677993774
40,0.10256410256410256,0.0,0.08974358974358974,-1.280231237411499
41,0.20388349514563106,0.0392156862745098,0.1359223300970874,-0.8376021981239319
42,0.08490566037735849,0.019047619047619046,0.08490566037735849,-1.3362560272216797
43,0.10309278350515463,0.03125,0.08247422680412372,-1.0837774276733398
44,0.3261802575107296,0.22510822510822512,0.24034334763948498,-0.5347237586975098
45,0.06557377049180328,0.022099447513812154,0.0546448087431694,-1.4336237907409668
46,0.1958762886597938,0.09374999999999999,0.15463917525773196,-0.7131236791610718
47,0.07920792079207921,0.0,0.0693069306930693,-0.9602468013763428
48,0.06629834254143646,0.0,0.05524861878453039,-1.224994421005249
49,0.07446808510638298,0.010752688172043012,0.06382978723404255,-1.0977922677993774
50,0.16470588235294117,0.011904761904761904,0.1411764705882353,-1.1445965766906738
51,0.20388349514563106,0.0392156862745098,0.1359223300970874,-0.8374151587486267
52,0.06944444444444445,0.014084507042253521,0.041666666666666664,-1.2829550504684448
53,0.09090909090909091,0.020408163265306124,0.07070707070707069,-1.412735104560852
54,0.0684931506849315,0.0,0.04109589041095891,-1.2333862781524658
